Tweet,,,
"Dan kini SI PANTEK ABURIZAL BAKRIE DUKUNG JUGA VAKSIN MAUT TERAWAN, WALAU DIA TAHU ITU BAKAL BAHAYAKAN NYAWA RAKYAT!

SI PANTEK GATOT NURMANTYO DAN ABJRIZAL BAKRIE MAU MENUMBALKAN NYAWA RAKYAT INDONESIA DENGAN VAKSIN MAUT, DEMI UANG!",Tidak Percaya,,
"Itu sebabnya Aburizal Bakrie dukung VAKSIN MAUT TERAWAN!

DIA ITU CUKONG TAMBANG YG SUDAH BIASA KORUP DENGAN DPR-OLIGARKI, IKUT BUNUH RAKYAT KALIMANTAN DLL DENGAN BANJIR AKIBAT TAMBANG PANTEKNYA ITU!",Tidak Percaya,,
"Tahukah anda kenapa Aburizal Bakrie mendukung vaksin maut yg diadakan oleh:
- Terawan
- pengusaha korup
- DPR-Oligarki
- dll

Karena dia SUDAH BIASA KORUP DENGAN DPR-OLIGARKI!

DIA ITU CUKONG TAMBANG, KERJASAMA DENGAN DPR DALAM KORUPSI MERUSAK ALAM!

INI BUKTINYA: https://t.co/ZzKHdCYUlB",Tidak Percaya,,
"Semua politisi dll yg mendukung vaksin Terawan itu TERLIBAT DALAM JEJARING KORUPSI PENGADAAN SECARA PAKSA (KARENA DITENTANG BPOM DAN IDI NAMUN MEMAKSA LANJUT) VAKSIN MAUT TERSEBUT, termasuk Gatot Nurmantyo dan Aburizal Bakrie: https://t.co/nPupDwgNPM",Tidak Percaya,,
"Dan di sana TERLIHAT JELAS BAHWA ITU BUKAN VAKSIN INDONESIA!

NAMANYA SAJA YG VAKSIN NUSANTARA, PADAHAL PESANAN ASING, LETAL, UNTUK PROFIT MAUT SAJA!",Tidak Percaya,,
Barangkali maut menjemputku sebelum kkm menjemputku untuk vaksin,,,
"@khairul_hafidz @khalids ya, bnyak yg dungu xmengaji abis,alih2 tgk bideo celah mana, kata agenda yahudi lah ap lah. senang betul percaya. dh benak, xpayah nk acah2 yg org amik vaksin ni mmg sengaja tempah maut. bodoh punya manusia. geram plak aku. diri tu xnk educate, hasut pulak org join jd jahil",,,
"Terpengaruh dengan gerakan menolak imuninasi kononnya kesannya akan membawa maut.

#PatuhiSOP
#MalaysiaSejahtera
#LindungDiriLindungSemua https://t.co/2CT5W3ZiSK",,,
"... Virus kovid 19 dan jangkitan satu hal... Vaksin satu hal. Kedua2 isu amat penting bagi dibakhas... Bukan saja utk memberi maklumat benar berfakta malah lebih drp itu... Yakni, dipolimikkan supaya ianyanya menjadi asas penyelesaian bagi menamatkan mehnah virus maut ini",,,
Bruhhhhh ramai jugak office mate mama antivax siap ada kata kerajaan beli vaksin dari china and tak valid for varian baru. More extreme ada yg sanggup mati dari dapat vaksin katanya ajal maut dari Tuhan. Goshhhhh I'm speechless 🤯,,,
"so lantak korang lah nak percaya ke tak covid-19 ni. Kalau rasa percaya, jagalah sop and if ada chance untuk ambik vaksin, ambiklah. If tak percaya; prepare for the worst sebab yela ajal maut di tangan Allah walaupun Allah suruh kita tangani wabak tapi ikut korang lah ye",,,
Jual insurance tp tolak vaksin dengan alasan bodoh. Bingai. Kau demam pun makan panadol. Kita ikhtiar. Ajal maut bukan kita tentukan. Eeeiii https://t.co/Iooci680T6,,,
